customer_id	tenure	monthly_charges	total_charges	contract	payment_method	internet_service	tech_support	online_security	support_calls	churn
10476	56	26.88	1505.28	One year	Debit	DSL	No	Yes	4	No
10477	42	119.2	5006.4	Two year	UPI	Fiber	Yes	Yes	3	No
10478	13	88.07	1144.91	Month-to-month	Credit	DSL	No	No	3	Yes
10479	46	112.66	5182.36	One year	Debit	DSL	No	No	1	No
10480	33	54.19	1788.27	Two year	Debit	Fiber	No	No	2	No
10481	21	84.77	1780.17	Month-to-month	Debit	DSL	Yes	No	1	Yes
10482	57	87.45	4984.65	One year	Debit	DSL	No	No	3	Yes
10483	69	107.29	7403.01	Month-to-month	Debit	Fiber	No	Yes	1	Yes
10484	70	119.31	8351.7	Month-to-month	Cash	DSL	Yes	No	2	Yes
10485	67	30.87	2068.29	Month-to-month	UPI	Fiber	Yes	No	1	Yes
10486	48	83.11	3989.28	One year	Cash	Fiber	Yes	Yes	2	No
10487	33	53.64	1770.12	Month-to-month	Credit	Fiber	No	No	0	No
10488	36	101.17	3642.12	Month-to-month	Debit	DSL	No	No	2	Yes
10489	33	95.41	3148.53	Month-to-month	Credit	None	No	No	1	Yes
10490	31	109.25	3386.75	One year	Credit	Fiber	Yes	Yes	2	No
10491	21	54.37	1141.77	Two year	UPI	Fiber	No	Yes	1	No
10492	27	38.45	1038.15	Month-to-month	Cash	Fiber	No	Yes	3	Yes
10493	72	22.18	1596.96	Month-to-month	Credit	DSL	Yes	Yes	3	No
10494	62	45.55	2824.1	Month-to-month	Credit	Fiber	Yes	Yes	2	No
10495	26	56.72	1474.72	Month-to-month	Credit	DSL	Yes	Yes	1	No
10496	66	114.61	7564.26	Month-to-month	Credit	DSL	Yes	Yes	1	No
10497	12	69.14	829.68	Month-to-month	Debit	DSL	No	Yes	2	Yes
10498	22	75.64	1664.08	Month-to-month	UPI	Fiber	No	No	0	No
10499	17	108.01	1836.17	Month-to-month	UPI	DSL	No	No	1	Yes
10500	7	108.51	759.57	Two year	UPI	Fiber	No	No	2	No
10501	68	72.79	4949.72	Month-to-month	Credit	Fiber	Yes	No	1	No
10502	37	31.37	1160.69	Month-to-month	Credit	Fiber	Yes	Yes	0	No
10503	38	47.05	1787.9	Month-to-month	Debit	Fiber	Yes	No	1	No
10504	11	65.69	722.59	One year	Credit	DSL	No	No	2	No
10505	1	95.12	95.12	Month-to-month	Cash	Fiber	No	No	1	No
10506	25	91.17	2279.25	One year	Cash	DSL	No	No	0	No
10507	42	84.27	3539.34	Month-to-month	Credit	DSL	Yes	Yes	5	No
10508	52	108.02	5617.04	One year	Cash	Fiber	No	No	1	No
10509	24	100.26	2406.24	Month-to-month	Cash	Fiber	Yes	Yes	2	Yes
10510	53	118.21	6265.13	Month-to-month	UPI	DSL	No	Yes	2	Yes
10511	56	108.92	6099.52	One year	Credit	Fiber	No	Yes	3	No
10512	63	39.57	2492.91	Month-to-month	UPI	DSL	Yes	Yes	1	No
10513	8	25.76	206.08	Month-to-month	Cash	DSL	No	Yes	1	No
10514	59	61.45	3625.55	Month-to-month	UPI	DSL	No	No	2	No
10515	45	81.75	3678.75	Two year	Cash	DSL	No	No	0	No
10516	27	84.31	2276.37	Month-to-month	UPI	Fiber	Yes	No	4	Yes
10517	52	46.75	2431	Month-to-month	Credit	Fiber	No	No	1	No
10518	18	105.99	1907.82	One year	Cash	Fiber	Yes	No	2	Yes
10519	16	52.92	846.72	One year	Credit	None	Yes	No	2	No
10520	66	111.91	7386.06	One year	Debit	DSL	Yes	No	2	No
10521	5	67.16	335.8	Month-to-month	Cash	Fiber	Yes	No	1	No
10522	3	21.04	63.12	Month-to-month	UPI	DSL	No	No	1	Yes
10523	70	36.2	2534	Month-to-month	Debit	DSL	No	No	0	No
10524	7	30.23	211.61	One year	Credit	DSL	Yes	No	1	No
10525	50	24.4	1220	Month-to-month	Credit	Fiber	No	No	1	No
10526	14	91.4	1279.6	Month-to-month	Credit	Fiber	No	Yes	2	Yes
10527	38	39.23	1490.74	Month-to-month	Debit	DSL	No	Yes	2	No
10528	47	103.86	4881.42	Month-to-month	Cash	Fiber	Yes	No	2	No
10529	33	46.45	1532.85	Month-to-month	Cash	DSL	No	No	1	No
10530	43	23.23	998.89	One year	Credit	DSL	No	No	3	No
10531	29	102.07	2960.03	Month-to-month	Credit	Fiber	Yes	Yes	1	No
10532	57	66.61	3796.77	Two year	Credit	Fiber	No	Yes	2	No
10533	5	79.95	399.75	Month-to-month	Debit	DSL	No	No	2	Yes
10534	60	53.62	3217.2	Month-to-month	Debit	Fiber	No	Yes	0	No
10535	70	24.6	1722	Month-to-month	Credit	Fiber	Yes	Yes	1	Yes
10536	2	57.02	114.04	Month-to-month	UPI	None	Yes	No	0	Yes
10537	70	71.83	5028.1	Month-to-month	Cash	DSL	No	No	0	No
10538	43	21.17	910.31	Two year	Debit	Fiber	Yes	Yes	1	No
10539	4	77.43	309.72	Month-to-month	Cash	Fiber	Yes	No	3	Yes
10540	56	109.3	6120.8	One year	Debit	Fiber	No	Yes	4	Yes
10541	59	41.78	2465.02	Two year	UPI	DSL	No	Yes	1	Yes
10542	9	112.68	1014.12	Month-to-month	Debit	None	No	Yes	2	Yes
10543	3	29.76	89.28	One year	Cash	Fiber	No	Yes	1	No
10544	48	102.54	4921.92	One year	UPI	Fiber	Yes	No	2	No
10545	43	104.03	4473.29	One year	UPI	Fiber	No	No	1	No
10546	1	45.78	45.78	Month-to-month	UPI	Fiber	No	Yes	4	Yes
10547	57	115.78	6599.46	Two year	UPI	DSL	Yes	No	4	No
10548	53	61.66	3267.98	Month-to-month	Cash	Fiber	No	Yes	2	No
10549	16	34.13	546.08	One year	UPI	DSL	No	No	1	No
10550	51	79.17	4037.67	Month-to-month	Cash	DSL	No	Yes	2	No
10551	55	119.66	6581.3	Two year	Debit	Fiber	Yes	Yes	3	No
10552	1	109.93	109.93	Month-to-month	Cash	DSL	No	No	2	Yes
10553	28	47.86	1340.08	One year	Credit	DSL	Yes	No	3	No
10554	53	77.7	4118.1	Two year	UPI	DSL	Yes	No	2	No
10555	58	31.54	1829.32	Month-to-month	Cash	Fiber	No	Yes	2	No
10556	60	66.18	3970.8	Month-to-month	Debit	DSL	Yes	Yes	2	No
10557	59	72.31	4266.29	Month-to-month	Credit	DSL	No	No	5	No
10558	22	51.53	1133.66	Month-to-month	Credit	DSL	No	Yes	2	Yes
10559	8	68.42	547.36	Month-to-month	Debit	Fiber	No	No	1	No
10560	49	111.99	5487.51	Month-to-month	Credit	Fiber	No	No	0	Yes
10561	42	70.01	2940.42	Month-to-month	Credit	Fiber	Yes	No	4	No
10562	27	103.1	2783.7	One year	Cash	Fiber	Yes	No	1	Yes
10563	39	51.74	2017.86	Month-to-month	UPI	Fiber	Yes	No	2	No
10564	25	117.14	2928.5	Two year	Cash	Fiber	No	Yes	4	No
10565	38	29.35	1115.3	Two year	UPI	DSL	No	Yes	2	Yes
10566	24	78.56	1885.44	One year	Cash	Fiber	No	No	1	No
10567	24	98.99	2375.76	Two year	Debit	Fiber	No	Yes	2	No
10568	60	101.4	6084	Two year	UPI	DSL	Yes	No	1	Yes
10569	50	39.83	1991.5	Month-to-month	Credit	Fiber	No	No	0	Yes
10570	66	60.16	3970.56	Two year	Credit	Fiber	No	Yes	0	No
10571	14	82.42	1153.88	Two year	Cash	DSL	No	No	3	No
10572	53	51.59	2734.27	Month-to-month	UPI	DSL	No	Yes	5	No
10573	32	85.83	2746.56	Month-to-month	Debit	Fiber	No	No	1	Yes
10574	48	57.88	2778.24	Month-to-month	Debit	Fiber	Yes	No	2	No
10575	39	55.09	2148.51	One year	UPI	Fiber	Yes	No	1	No
10576	40	30.81	1232.4	One year	Debit	Fiber	No	No	3	No
10577	42	23.93	1005.06	Two year	Cash	DSL	Yes	Yes	0	No
10578	8	103.53	828.24	One year	Debit	Fiber	No	No	3	Yes
10579	26	68.95	1792.7	Month-to-month	Credit	Fiber	No	No	2	Yes
10580	12	76.29	915.48	Month-to-month	UPI	DSL	No	Yes	1	No
10581	43	57.22	2460.46	Month-to-month	UPI	Fiber	No	No	3	Yes
10582	51	33.67	1717.17	Month-to-month	Credit	DSL	Yes	Yes	0	No
10583	63	64.96	4092.48	One year	Credit	Fiber	Yes	Yes	0	No
10584	49	42.9	2102.1	One year	UPI	DSL	No	Yes	0	Yes
10585	27	103.77	2801.79	Two year	UPI	DSL	No	No	1	Yes
10586	9	118.68	1068.12	One year	Credit	Fiber	No	No	2	No
10587	39	108.91	4247.49	Month-to-month	Debit	DSL	Yes	No	2	No
10588	65	72.83	4733.95	Month-to-month	Cash	DSL	No	Yes	1	Yes
10589	71	82.81	5879.51	Month-to-month	Credit	Fiber	Yes	No	1	No
10590	71	114.81	8151.51	Month-to-month	Cash	DSL	No	No	0	No
10591	7	73.87	517.09	Month-to-month	Debit	DSL	No	No	3	Yes
10592	72	83.86	6037.92	Month-to-month	UPI	Fiber	No	No	0	Yes
10593	67	82.92	5555.64	Month-to-month	UPI	Fiber	No	No	0	Yes
10594	10	90.81	908.1	Month-to-month	UPI	Fiber	No	No	8	Yes
10595	71	84.03	5966.13	Month-to-month	UPI	DSL	No	No	5	Yes
10596	53	87.07	4614.71	Month-to-month	UPI	Fiber	No	No	0	Yes
10597	57	92.59	5277.63	Month-to-month	Credit	Fiber	Yes	No	4	No
10598	27	100.91	2724.57	Month-to-month	UPI	None	No	No	3	Yes
10599	54	60.31	3256.74	One year	Cash	DSL	Yes	Yes	2	No
10600	4	94.58	378.32	Two year	UPI	None	Yes	Yes	3	Yes
10601	23	30.02	690.46	Month-to-month	Cash	Fiber	No	No	2	No
10602	48	107.62	5165.76	Month-to-month	Cash	None	No	Yes	3	Yes
10603	42	49	2058	One year	UPI	None	No	No	1	No
10604	3	60.35	181.05	Month-to-month	UPI	Fiber	No	No	0	Yes
10605	3	100.36	301.08	Month-to-month	Debit	Fiber	No	Yes	3	Yes
10606	28	83.7	2343.6	One year	UPI	None	No	Yes	0	No
10607	63	50.86	3204.18	Month-to-month	Cash	DSL	Yes	No	2	Yes
10608	31	42.54	1318.74	Month-to-month	Debit	Fiber	No	No	1	Yes
10609	10	115.77	1157.7	Month-to-month	Cash	DSL	Yes	No	1	No
10610	49	28.78	1410.22	Month-to-month	Debit	Fiber	Yes	No	0	Yes
10611	21	20.43	429.03	Month-to-month	Cash	None	Yes	Yes	1	No
10612	53	87.29	4626.37	Month-to-month	UPI	Fiber	Yes	No	1	No
10613	54	81.45	4398.3	One year	Debit	None	No	No	2	No
10614	57	93.76	5344.32	Month-to-month	Cash	Fiber	No	Yes	1	Yes
10615	20	93.16	1863.2	Month-to-month	UPI	Fiber	No	No	2	Yes
10616	49	106.33	5210.17	Month-to-month	Debit	DSL	No	Yes	0	Yes
10617	7	112.21	785.47	Month-to-month	Credit	Fiber	No	Yes	3	No
10618	29	97.5	2827.5	Month-to-month	UPI	Fiber	No	Yes	0	Yes
10619	48	43.23	2075.04	Month-to-month	Cash	Fiber	Yes	No	1	No
10620	13	66.35	862.55	One year	UPI	DSL	Yes	No	0	No
10621	3	84.17	252.51	Month-to-month	Cash	DSL	No	No	3	Yes
10622	2	73.94	147.88	Month-to-month	Cash	Fiber	Yes	No	1	No
10623	16	35.89	574.24	Month-to-month	Cash	Fiber	No	Yes	1	No
10624	6	78.93	473.58	Two year	Cash	DSL	No	No	1	No
10625	45	108.65	4889.25	Month-to-month	Debit	Fiber	No	No	0	Yes
10626	71	61.85	4391.35	Two year	Credit	Fiber	No	Yes	3	No
10627	5	86.89	434.45	Month-to-month	UPI	Fiber	No	No	2	Yes
10628	56	81.59	4569.04	One year	Cash	Fiber	No	Yes	2	No
10629	71	57.7	4096.7	Month-to-month	Debit	DSL	No	No	0	No
10630	32	76.53	2448.96	Month-to-month	Debit	None	No	No	2	No
10631	49	41.02	2009.98	One year	Cash	Fiber	No	Yes	0	No
10632	13	74.61	969.93	Month-to-month	UPI	Fiber	Yes	No	3	No
10633	30	99.88	2996.4	Month-to-month	Cash	Fiber	Yes	No	3	No
10634	25	95.89	2397.25	Month-to-month	Debit	DSL	No	Yes	0	Yes
10635	60	55.8	3348	Month-to-month	UPI	DSL	Yes	Yes	2	No
10636	59	31.21	1841.39	Month-to-month	Credit	Fiber	Yes	Yes	0	No
10637	28	99.99	2799.72	Month-to-month	Credit	Fiber	No	No	1	Yes
10638	58	46.5	2697	Two year	Credit	DSL	Yes	No	0	Yes
10639	20	25.3	506	Month-to-month	Credit	Fiber	No	No	0	No
10640	34	64.52	2193.68	One year	Cash	None	No	Yes	1	Yes
10641	5	93.95	469.75	One year	Debit	DSL	Yes	No	1	Yes
10642	60	100.85	6051	Two year	Debit	Fiber	No	No	2	Yes
10643	43	118.22	5083.46	Month-to-month	Debit	None	No	No	0	Yes
10644	57	38.94	2219.58	Month-to-month	UPI	DSL	No	Yes	0	No
10645	57	49.38	2814.66	Month-to-month	Credit	DSL	No	No	3	Yes
10646	54	80.95	4371.3	One year	UPI	None	Yes	Yes	1	No
10647	45	101.13	4550.85	One year	Credit	Fiber	No	No	2	No
10648	37	43.41	1606.17	Month-to-month	UPI	Fiber	Yes	No	2	No
10649	48	60.99	2927.52	Month-to-month	Debit	None	No	No	2	No
10650	54	60.84	3285.36	Month-to-month	Debit	None	No	Yes	0	No
10651	48	97.29	4669.92	Month-to-month	Debit	None	No	Yes	0	Yes
10652	6	44.09	264.54	Month-to-month	UPI	Fiber	Yes	Yes	1	Yes
10653	34	116.88	3973.92	Month-to-month	Cash	Fiber	No	Yes	1	Yes
10654	63	71.05	4476.15	One year	Debit	Fiber	Yes	Yes	0	No
10655	48	48.21	2314.08	Month-to-month	Debit	Fiber	No	No	2	No
10656	23	48.43	1113.89	Month-to-month	Credit	DSL	Yes	No	0	No
10657	13	21.83	283.79	One year	UPI	Fiber	No	Yes	2	Yes
10658	47	89.24	4194.28	Month-to-month	UPI	Fiber	No	Yes	0	Yes
10659	44	97.59	4293.96	Two year	Debit	None	Yes	Yes	2	No
10660	32	23.24	743.68	Month-to-month	Cash	DSL	No	Yes	0	No
10661	26	78.59	2043.34	Month-to-month	UPI	Fiber	Yes	Yes	2	Yes
10662	53	98.17	5203.01	Month-to-month	Cash	DSL	Yes	No	3	Yes
10663	14	57.62	806.68	Month-to-month	Cash	DSL	No	Yes	3	Yes
10664	52	63.27	3290.04	Month-to-month	Debit	Fiber	No	No	0	No
10665	36	56.16	2021.76	One year	Cash	Fiber	Yes	Yes	0	No
10666	8	51.57	412.56	Two year	UPI	DSL	No	No	0	No
10667	40	69.11	2764.4	Month-to-month	Cash	DSL	No	No	0	Yes
10668	22	36.61	805.42	Two year	Credit	Fiber	No	No	2	Yes
10669	16	64.07	1025.12	One year	UPI	Fiber	No	No	0	No
10670	60	114.18	6850.8	Month-to-month	Debit	Fiber	No	No	0	Yes
10671	60	22.74	1364.4	One year	UPI	None	No	No	1	Yes
10672	10	36.47	364.7	Month-to-month	UPI	Fiber	No	No	1	Yes
10673	25	97.77	2444.25	One year	Cash	DSL	Yes	No	2	No
10674	31	33.21	1029.51	Two year	Credit	Fiber	No	No	1	Yes
10675	21	47.13	989.73	Two year	Cash	Fiber	No	No	1	No
10676	33	65.48	2160.84	Month-to-month	Cash	Fiber	Yes	No	3	Yes
10677	31	114.32	3543.92	Month-to-month	Cash	Fiber	Yes	No	3	Yes
10678	21	38.35	805.35	Two year	Cash	DSL	No	Yes	1	No
10679	36	112.31	4043.16	One year	Cash	None	No	No	0	Yes
10680	65	91.85	5970.25	One year	UPI	None	Yes	No	2	No
10681	4	87.11	348.44	One year	Credit	Fiber	No	No	0	Yes
10682	68	92.35	6279.8	One year	Credit	Fiber	Yes	No	3	No
10683	4	23.12	92.48	One year	Credit	DSL	No	Yes	2	No
10684	9	29.89	269.01	One year	Debit	Fiber	Yes	No	2	No
10685	30	53.48	1604.4	Month-to-month	Credit	Fiber	Yes	No	0	No
10686	45	27.4	1233	One year	UPI	None	Yes	Yes	3	Yes
10687	4	118.76	475.04	Month-to-month	Cash	Fiber	No	Yes	0	Yes
10688	69	78.04	5384.76	Two year	Cash	Fiber	Yes	Yes	1	Yes
10689	23	68.73	1580.79	Two year	UPI	Fiber	No	No	2	No
10690	16	98.55	1576.8	Month-to-month	Cash	Fiber	No	Yes	1	Yes
10691	22	117.7	2589.4	One year	Cash	None	Yes	No	2	No
10692	72	115.51	8316.72	Two year	Credit	Fiber	Yes	Yes	2	No
10693	48	99.31	4766.88	Month-to-month	Credit	Fiber	No	Yes	0	Yes
10694	62	57.72	3578.64	Two year	Credit	DSL	No	Yes	1	No
10695	60	26.6	1596	Month-to-month	Debit	Fiber	No	No	0	No
10696	5	29.84	149.2	Month-to-month	Credit	DSL	No	Yes	2	Yes
10697	7	20.12	140.84	One year	Credit	DSL	No	No	3	Yes
10698	51	20.19	1029.69	Two year	Credit	None	No	Yes	1	Yes
10699	65	113.64	7386.6	Month-to-month	Credit	Fiber	No	No	2	Yes
10700	9	112.7	1014.3	One year	Credit	Fiber	Yes	No	0	No
10701	45	86.76	3904.2	Month-to-month	UPI	Fiber	Yes	Yes	2	No
10702	47	92.67	4355.49	Month-to-month	UPI	Fiber	No	No	1	Yes
10703	67	71.32	4778.44	Month-to-month	UPI	Fiber	No	Yes	2	No
10704	24	43.78	1050.72	Month-to-month	Cash	Fiber	No	No	1	No
10705	10	111.44	1114.4	Two year	Cash	Fiber	No	No	1	No
10706	48	47.77	2292.96	One year	Debit	DSL	No	Yes	1	No
10707	35	93.97	3288.95	One year	Cash	Fiber	No	No	3	Yes
10708	54	44.54	2405.16	Month-to-month	Debit	Fiber	No	Yes	0	No
10709	71	107.01	7597.71	Month-to-month	UPI	Fiber	No	No	1	No
10710	16	85.12	1361.92	Month-to-month	Credit	DSL	Yes	No	3	Yes
10711	53	84.27	4466.31	One year	Credit	Fiber	No	No	1	No
10712	40	29.74	1189.6	Month-to-month	Debit	Fiber	No	Yes	3	Yes
10713	20	61.95	1239	Month-to-month	Debit	DSL	Yes	No	0	No
10714	69	72.49	5001.81	Two year	Credit	DSL	No	No	1	No
10715	45	49.4	2223	Month-to-month	Debit	Fiber	No	No	0	No
10716	6	108.1	648.6	One year	Credit	DSL	Yes	No	1	No
10717	69	103.77	7160.13	Month-to-month	UPI	Fiber	Yes	No	1	No
10718	49	69.36	3398.64	Month-to-month	Debit	None	No	No	3	Yes
10719	39	54	2106	Month-to-month	UPI	Fiber	No	Yes	2	No
10720	2	100.15	200.3	Two year	Debit	Fiber	Yes	No	1	Yes
10721	39	39.69	1547.91	Two year	UPI	Fiber	Yes	No	0	No
10722	21	27.15	570.15	Month-to-month	UPI	Fiber	No	No	1	No
10723	40	24.57	982.8	One year	Cash	Fiber	No	Yes	0	Yes
10724	54	23.87	1288.98	Month-to-month	Cash	Fiber	No	No	1	No
10725	12	68.89	826.68	Month-to-month	Debit	DSL	No	Yes	2	No
10726	37	45.53	1684.61	Month-to-month	Debit	DSL	No	Yes	0	No
10727	38	89.04	3383.52	Month-to-month	UPI	Fiber	No	No	1	Yes
10728	15	85.39	1280.85	One year	UPI	Fiber	No	No	2	No
10729	7	74.2	519.4	Month-to-month	Credit	Fiber	No	No	0	Yes
10730	50	55.28	2764	One year	Cash	Fiber	Yes	Yes	2	No
10731	65	105.05	6828.25	Two year	UPI	None	No	Yes	3	Yes
10732	67	90.97	6094.99	Month-to-month	Debit	Fiber	No	No	0	Yes
10733	44	47.15	2074.6	Month-to-month	Credit	DSL	Yes	Yes	0	No
10734	31	70.17	2175.27	Two year	Cash	DSL	No	No	1	No
10735	43	35.63	1532.09	Month-to-month	Credit	Fiber	Yes	Yes	2	No
10736	48	52.88	2538.24	One year	UPI	Fiber	No	Yes	1	No
10737	61	119.71	7302.31	One year	Credit	DSL	No	Yes	4	Yes
10738	10	42.38	423.8	Month-to-month	Debit	Fiber	No	Yes	0	No
10739	29	89.83	2605.07	Month-to-month	Debit	Fiber	No	Yes	3	Yes
10740	48	43.84	2104.32	Month-to-month	UPI	DSL	Yes	Yes	1	No
10741	62	113.81	7056.22	Month-to-month	Credit	Fiber	No	Yes	1	Yes
10742	13	51.01	663.13	Two year	UPI	Fiber	No	Yes	1	No
10743	44	54.67	2405.48	Month-to-month	Cash	Fiber	No	Yes	2	No
10744	47	79.39	3731.33	Month-to-month	UPI	DSL	Yes	No	1	Yes
10745	64	78.81	5043.84	Month-to-month	UPI	Fiber	No	No	3	Yes
10746	53	77.91	4129.23	One year	Cash	Fiber	No	Yes	4	No
10747	44	77.33	3402.52	One year	Credit	Fiber	No	No	1	No
10748	28	51.22	1434.16	One year	Debit	DSL	No	Yes	1	No
10749	2	63.44	126.88	Month-to-month	Debit	DSL	No	No	0	Yes
10750	57	79.34	4522.38	One year	Credit	DSL	Yes	Yes	2	No
10751	57	87.13	4966.41	Two year	UPI	DSL	No	Yes	1	No
10752	34	45.31	1540.54	One year	Debit	None	No	Yes	1	No
10753	58	90.15	5228.7	Month-to-month	UPI	Fiber	No	Yes	1	Yes
10754	52	112.33	5841.16	Two year	Cash	DSL	No	No	1	No
10755	29	95.79	2777.91	Month-to-month	Debit	Fiber	No	No	1	Yes
10756	35	28.42	994.7	Month-to-month	UPI	DSL	No	Yes	1	No
10757	48	66.91	3211.68	Two year	UPI	DSL	No	Yes	1	No
10758	33	63.53	2096.49	One year	UPI	Fiber	No	Yes	4	No
10759	9	53.65	482.85	One year	Debit	DSL	No	Yes	0	Yes
10760	48	69.13	3318.24	Two year	UPI	DSL	Yes	No	1	Yes
10761	67	63.96	4285.32	One year	Debit	Fiber	Yes	No	4	No
10762	36	20.62	742.32	Month-to-month	Debit	None	No	No	5	Yes
10763	71	43.66	3099.86	Month-to-month	Debit	Fiber	No	Yes	1	No
10764	44	41.38	1820.72	Month-to-month	Debit	DSL	No	No	1	Yes
10765	60	54.93	3295.8	Month-to-month	Credit	Fiber	No	Yes	3	No
10766	63	37.45	2359.35	Month-to-month	Cash	Fiber	No	No	0	No
10767	5	26.78	133.9	Two year	Cash	Fiber	Yes	No	1	Yes
10768	40	39.66	1586.4	Month-to-month	Debit	DSL	Yes	No	0	No
10769	19	105.42	2002.98	One year	UPI	DSL	No	No	1	No
10770	47	99.7	4685.9	Two year	Debit	Fiber	No	Yes	0	No
10771	65	64.21	4173.65	One year	UPI	Fiber	No	Yes	2	No
10772	67	107.78	7221.26	Month-to-month	Credit	DSL	Yes	No	2	No
10773	18	43.27	778.86	Two year	Cash	DSL	No	No	2	Yes
10774	50	78.42	3921	Month-to-month	Debit	Fiber	No	No	0	No
10775	30	34.29	1028.7	Month-to-month	Credit	DSL	No	Yes	2	Yes
10776	66	103.34	6820.44	Month-to-month	Debit	DSL	No	Yes	2	Yes
10777	5	33.06	165.3	One year	Debit	Fiber	No	No	3	No
10778	42	23.19	973.98	One year	Credit	DSL	No	Yes	1	No
10779	5	47.34	236.7	Month-to-month	UPI	DSL	Yes	No	2	No
10780	50	110.09	5504.5	Two year	UPI	Fiber	No	Yes	3	Yes
10781	58	32.95	1911.1	Month-to-month	UPI	DSL	Yes	No	0	No
10782	8	53.07	424.56	Month-to-month	Debit	DSL	Yes	No	3	No
10783	31	51.64	1600.84	Month-to-month	UPI	None	Yes	No	1	No
10784	12	100.16	1201.92	One year	UPI	Fiber	No	Yes	0	No
10785	21	62.15	1305.15	Month-to-month	Debit	DSL	No	No	1	No
10786	62	81.16	5031.92	Month-to-month	Credit	Fiber	No	No	0	No
10787	33	60.44	1994.52	Month-to-month	Cash	Fiber	No	No	4	Yes
10788	26	75.15	1953.9	Month-to-month	UPI	DSL	No	Yes	0	No
10789	40	26.24	1049.6	Month-to-month	Credit	DSL	Yes	No	0	No
10790	65	57.4	3731	Month-to-month	Debit	DSL	No	Yes	3	No
10791	59	105.51	6225.09	Month-to-month	Debit	Fiber	No	No	1	Yes
10792	15	89.11	1336.65	One year	UPI	None	No	No	3	Yes
10793	1	118.18	118.18	Month-to-month	UPI	DSL	No	No	0	Yes
10794	11	98.79	1086.69	Month-to-month	Credit	DSL	No	Yes	3	No
10795	55	65.15	3583.25	Month-to-month	UPI	Fiber	No	Yes	0	No
10796	2	87.63	175.26	Month-to-month	Credit	Fiber	Yes	No	0	Yes
10797	65	97.59	6343.35	Month-to-month	Debit	Fiber	Yes	Yes	1	No
10798	44	46.97	2066.68	Month-to-month	Credit	None	No	Yes	0	Yes
10799	16	26	416	Month-to-month	Debit	Fiber	Yes	No	1	No
10800	22	60.58	1332.76	Month-to-month	UPI	DSL	Yes	Yes	1	No
10801	18	34.47	620.46	One year	Cash	DSL	Yes	No	0	No
10802	47	47.72	2242.84	Month-to-month	Credit	Fiber	Yes	Yes	2	Yes
10803	30	114.68	3440.4	Month-to-month	Cash	DSL	No	Yes	0	Yes
10804	10	104.71	1047.1	Month-to-month	Credit	Fiber	No	No	2	Yes
10805	58	79.25	4596.5	One year	Credit	DSL	Yes	Yes	3	No
10806	62	60.13	3728.06	Month-to-month	Cash	Fiber	Yes	No	0	No
10807	6	46.43	278.58	Month-to-month	Cash	DSL	Yes	Yes	3	No
10808	67	77.15	5169.05	One year	UPI	DSL	No	Yes	0	No
10809	41	73.32	3006.12	Month-to-month	Cash	DSL	Yes	Yes	3	No
10810	43	98.08	4217.44	One year	Cash	Fiber	No	No	1	No
10811	18	112.8	2030.4	One year	UPI	DSL	No	Yes	2	No
10812	58	52.89	3067.62	Two year	Cash	DSL	No	No	2	No
10813	60	40.63	2437.8	One year	Cash	Fiber	Yes	Yes	2	No
10814	27	60.28	1627.56	Month-to-month	UPI	DSL	Yes	Yes	1	No
10815	68	63.75	4335	Month-to-month	Cash	Fiber	No	No	2	No
10816	22	23.99	527.78	Month-to-month	Credit	Fiber	No	No	0	No
10817	24	106.17	2548.08	Month-to-month	Credit	Fiber	No	No	2	Yes
10818	40	119.56	4782.4	Month-to-month	Cash	DSL	Yes	No	1	Yes
10819	66	112.32	7413.12	Month-to-month	Cash	None	No	Yes	0	Yes
10820	40	106.07	4242.8	Month-to-month	Cash	Fiber	Yes	Yes	3	Yes
10821	6	119.26	715.56	Month-to-month	Debit	DSL	Yes	No	0	No
10822	18	110.78	1994.04	One year	Cash	DSL	Yes	No	0	No
10823	30	88.84	2665.2	Two year	Credit	DSL	No	No	2	No
10824	21	36.68	770.28	Month-to-month	Cash	DSL	Yes	Yes	1	No
10825	62	35.64	2209.68	Month-to-month	Debit	DSL	No	No	3	Yes
10826	10	24.88	248.8	Two year	UPI	Fiber	No	No	1	No
10827	13	61.18	795.34	Month-to-month	Debit	DSL	Yes	Yes	0	No
10828	9	100.88	907.92	Month-to-month	Debit	DSL	No	No	3	Yes
10829	68	69.03	4694.04	Month-to-month	Credit	None	No	Yes	1	No
10830	39	56.63	2208.57	Month-to-month	Cash	None	Yes	No	0	No
10831	24	30.92	742.08	Month-to-month	Credit	DSL	No	Yes	1	No
10832	34	25.18	856.12	Two year	Debit	None	No	No	1	No
10833	61	59.92	3655.12	Month-to-month	Debit	Fiber	No	No	2	No
10834	41	29.99	1229.59	Two year	Cash	None	No	Yes	3	No
10835	5	30.35	151.75	Month-to-month	UPI	None	No	Yes	1	No
10836	50	59.53	2976.5	One year	Credit	None	No	No	3	Yes
10837	4	70.28	281.12	Month-to-month	UPI	DSL	No	No	0	Yes
10838	51	38.67	1972.17	Month-to-month	Debit	Fiber	No	No	2	No
10839	52	88.46	4599.92	Month-to-month	UPI	None	Yes	Yes	4	No
10840	39	61.87	2412.93	Two year	Credit	Fiber	No	No	0	No
10841	8	29.19	233.52	One year	Debit	Fiber	No	No	0	No
10842	45	83.7	3766.5	Month-to-month	Debit	Fiber	No	No	3	Yes
10843	28	55.69	1559.32	Month-to-month	UPI	Fiber	Yes	No	1	No
