tenure,monthly_charges,total_charges,contract,payment_method,internet_service,tech_support,online_security,support_calls,churn
72,69.18,4980.96,Month-to-month,Cash,DSL,No,Yes,2,1
25,40.01,1000.25,One year,Cash,Fiber,No,No,2,0
44,92.59,4073.96,Month-to-month,Cash,Fiber,No,No,3,1
60,72.64,4358.4,One year,UPI,DSL,Yes,Yes,1,0
47,86.84,4081.48,Month-to-month,Credit,DSL,No,Yes,2,1
40,35.72,1428.8,One year,Credit,Fiber,No,No,1,0
7,84.76,593.32,Month-to-month,Cash,DSL,Yes,No,3,1
46,58.23,2678.58,Month-to-month,UPI,Fiber,No,Yes,0,1
23,53.2,1223.6,Two year,Cash,Fiber,No,Yes,2,0
46,87.15,4008.9,Month-to-month,UPI,DSL,Yes,No,1,0
13,79.22,1029.86,Month-to-month,Debit,Fiber,No,No,2,0
21,84.91,1783.11,Two year,Credit,DSL,No,No,2,0
1,116.53,116.53,Month-to-month,UPI,Fiber,Yes,No,2,1
19,90.12,1712.28,One year,Cash,DSL,No,Yes,1,0
60,84.09,5045.4,Month-to-month,UPI,Fiber,No,No,1,1
33,81.36,2684.88,Month-to-month,UPI,Fiber,No,No,0,0
4,59.87,239.48,Month-to-month,Debit,Fiber,No,No,2,1
3,103.92,311.76,One year,Cash,Fiber,No,No,0,0
52,58.09,3020.68,Month-to-month,Credit,DSL,Yes,No,1,0
28,90.02,2520.56,Month-to-month,UPI,Fiber,No,No,1,0
70,49.31,3451.7,Month-to-month,Cash,Fiber,No,Yes,1,1
70,34.78,2434.6,Month-to-month,Credit,DSL,No,Yes,0,0
55,32.98,1813.9,Two year,UPI,Fiber,No,No,2,0
57,83.46,4757.22,Month-to-month,UPI,Fiber,No,No,1,1
16,52.8,844.8,Two year,Cash,Fiber,No,Yes,1,0
24,47.5,1140.0,Month-to-month,Credit,Fiber,No,No,1,0
69,79.21,5465.49,Month-to-month,Credit,Fiber,No,No,3,1
41,22.57,925.37,Month-to-month,Debit,Fiber,No,Yes,2,1
47,44.62,2097.14,Two year,Debit,Fiber,Yes,No,1,0
69,54.05,3729.45,Month-to-month,Cash,DSL,No,Yes,3,0
31,90.84,2816.04,Two year,Credit,,Yes,No,1,0
30,74.5,2235.0,Month-to-month,UPI,,No,No,1,0
18,105.6,1900.8,One year,Cash,Fiber,No,No,1,1
44,53.45,2351.8,One year,Debit,DSL,No,No,1,0
27,49.64,1340.28,Month-to-month,Cash,Fiber,Yes,Yes,1,0
26,23.32,606.32,Month-to-month,Credit,Fiber,No,No,3,1
60,115.17,6910.2,One year,Cash,DSL,No,Yes,3,1
18,70.15,1262.7,Month-to-month,Debit,Fiber,No,No,1,0
56,70.25,3934.0,Month-to-month,Credit,DSL,No,Yes,2,1
31,112.34,3482.54,Month-to-month,UPI,Fiber,Yes,No,0,0
59,48.99,2890.41,Month-to-month,Debit,Fiber,No,Yes,1,0
2,53.21,106.42,Month-to-month,Debit,,Yes,No,1,1
39,85.63,3339.57,Month-to-month,Debit,DSL,No,No,3,1
61,98.52,6009.72,Month-to-month,Cash,Fiber,Yes,No,1,0
63,89.93,5665.59,Month-to-month,Debit,DSL,No,No,1,1
18,98.87,1779.66,Month-to-month,Cash,Fiber,No,No,0,1
17,77.51,1317.67,Month-to-month,Cash,DSL,No,No,1,0
39,106.28,4144.92,Month-to-month,Credit,Fiber,Yes,Yes,3,1
71,75.01,5325.71,One year,Credit,DSL,No,No,0,1
54,42.93,2318.22,Two year,Debit,Fiber,Yes,Yes,1,0
35,74.17,2595.95,Two year,Cash,DSL,Yes,Yes,1,0
11,91.29,1004.19,Month-to-month,UPI,Fiber,Yes,No,2,0
61,85.36,5206.96,Month-to-month,Cash,Fiber,No,No,1,1
44,44.3,1949.2,One year,Credit,Fiber,No,Yes,1,0
68,24.11,1639.48,One year,Credit,,Yes,Yes,2,0
25,45.25,1131.25,Month-to-month,Cash,DSL,No,No,2,0
48,118.4,5683.2,One year,Cash,DSL,No,Yes,4,0
32,38.45,1230.4,Month-to-month,Cash,Fiber,No,No,4,1
4,66.44,265.76,Two year,UPI,Fiber,Yes,Yes,1,0
38,83.83,3185.54,Two year,Cash,DSL,Yes,Yes,1,0
63,107.95,6800.85,Month-to-month,Debit,Fiber,No,No,3,1
47,96.03,4513.41,Month-to-month,Debit,Fiber,Yes,Yes,1,1
1,110.9,110.9,Month-to-month,Credit,DSL,No,Yes,1,1
3,80.44,241.32,Month-to-month,UPI,Fiber,Yes,Yes,0,0
62,106.53,6604.86,Month-to-month,UPI,DSL,Yes,No,0,0
64,46.38,2968.32,Two year,Credit,,No,No,1,0
17,63.06,1072.02,One year,Debit,Fiber,No,No,3,0
62,104.38,6471.56,One year,Debit,DSL,No,Yes,1,0
35,52.56,1839.6,One year,UPI,Fiber,No,Yes,4,0
13,107.12,1392.56,Month-to-month,Cash,Fiber,Yes,Yes,1,0
35,56.31,1970.85,One year,Cash,DSL,No,Yes,2,0
43,56.34,2422.62,One year,UPI,,No,No,3,0
2,50.9,101.8,One year,UPI,,No,No,2,0
56,74.69,4182.64,Month-to-month,UPI,DSL,No,No,0,0
51,32.91,1678.41,One year,UPI,Fiber,No,Yes,1,0
54,23.66,1277.64,Two year,UPI,Fiber,No,Yes,1,0
16,109.74,1755.84,Month-to-month,UPI,DSL,No,No,5,0
18,112.89,2032.02,Month-to-month,UPI,DSL,Yes,No,3,1
7,27.62,193.34,Two year,UPI,Fiber,Yes,No,1,1
45,74.97,3373.65,Month-to-month,Cash,Fiber,Yes,Yes,4,1
36,73.97,2662.92,Month-to-month,Credit,Fiber,No,No,0,1
41,57.24,2346.84,Month-to-month,Debit,DSL,No,Yes,0,0
42,76.89,3229.38,One year,Credit,DSL,Yes,Yes,1,0
7,65.81,460.67,One year,Credit,Fiber,Yes,No,1,0
15,68.96,1034.4,One year,UPI,Fiber,Yes,Yes,1,0
60,95.53,5731.8,Month-to-month,UPI,Fiber,Yes,No,4,1
40,72.6,2904.0,Two year,UPI,Fiber,No,Yes,1,0
37,52.37,1937.69,Month-to-month,Credit,DSL,No,Yes,2,0
66,78.15,5157.9,Two year,Cash,Fiber,No,No,1,0
55,84.08,4624.4,Two year,UPI,,No,No,0,0
56,86.23,4828.88,Month-to-month,UPI,DSL,Yes,Yes,1,1
44,81.83,3600.52,Month-to-month,Debit,DSL,No,No,2,1
57,86.46,4928.22,Month-to-month,Cash,DSL,No,No,2,1
6,51.01,306.06,Month-to-month,UPI,DSL,Yes,No,1,1
32,64.61,2067.52,One year,Cash,Fiber,No,No,4,1
18,86.87,1563.66,Month-to-month,Debit,Fiber,No,No,2,1
68,95.44,6489.92,Month-to-month,Credit,Fiber,Yes,No,2,0
7,63.41,443.87,One year,Debit,Fiber,No,Yes,3,0
8,56.53,452.24,Month-to-month,Cash,Fiber,No,No,1,0
64,91.59,5861.76,One year,UPI,Fiber,Yes,No,3,0
7,42.22,295.54,One year,UPI,DSL,No,No,0,0
41,20.95,858.95,Month-to-month,Debit,Fiber,No,No,0,0
40,67.12,2684.8,One year,Debit,Fiber,Yes,No,3,0
3,37.34,112.02,One year,Cash,,No,No,1,0
17,57.83,983.11,One year,Cash,Fiber,Yes,Yes,0,0
66,49.12,3241.92,Month-to-month,Cash,DSL,No,Yes,1,0
52,97.73,5081.96,Month-to-month,UPI,DSL,Yes,No,1,0
22,53.14,1169.08,Month-to-month,Debit,Fiber,No,Yes,1,0
4,84.07,336.28,Month-to-month,Cash,Fiber,Yes,Yes,1,1
6,87.39,524.34,One year,Debit,DSL,No,No,3,1
38,65.65,2494.7,Month-to-month,UPI,DSL,No,No,2,0
26,28.11,730.86,Month-to-month,Credit,DSL,No,Yes,1,0
11,90.04,990.44,Month-to-month,Cash,,No,No,2,1
17,27.52,467.84,Month-to-month,Credit,Fiber,No,No,1,0
31,29.92,927.52,Month-to-month,UPI,Fiber,No,No,1,0
35,39.6,1386.0,Month-to-month,Debit,DSL,No,No,1,0
16,48.04,768.64,One year,Credit,DSL,No,Yes,1,0
18,104.65,1883.7,Month-to-month,Debit,Fiber,No,No,0,1
62,87.49,5424.38,Month-to-month,Cash,DSL,Yes,No,3,1
27,58.72,1585.44,Month-to-month,Cash,,No,No,3,1
35,117.86,4125.1,Month-to-month,UPI,DSL,No,No,1,1
45,44.36,1996.2,One year,Cash,Fiber,Yes,No,1,0
35,80.98,2834.3,One year,Debit,DSL,No,No,0,0
28,104.72,2932.16,Month-to-month,Cash,DSL,Yes,No,1,1
9,100.2,901.8,One year,Credit,DSL,Yes,Yes,1,0
15,29.03,435.45,Two year,Debit,DSL,No,Yes,0,0
21,89.73,1884.33,Month-to-month,Cash,Fiber,No,No,5,1
52,45.79,2381.08,Month-to-month,Credit,Fiber,No,Yes,2,0
35,55.57,1944.95,Month-to-month,Debit,DSL,No,Yes,2,0
51,68.9,3513.9,One year,Credit,Fiber,Yes,Yes,4,0
55,99.08,5449.4,Month-to-month,Debit,DSL,No,No,2,1
44,36.62,1611.28,Month-to-month,Credit,,No,Yes,0,1
65,30.86,2005.9,Month-to-month,Credit,Fiber,No,Yes,2,0
25,35.34,883.5,One year,Cash,DSL,No,Yes,2,0
47,41.82,1965.54,Month-to-month,UPI,Fiber,Yes,No,1,1
56,25.95,1453.2,Two year,Cash,Fiber,No,No,2,1
38,112.64,4280.32,Month-to-month,Debit,DSL,Yes,Yes,3,1
11,51.91,571.01,One year,Credit,Fiber,No,No,1,0
67,37.7,2525.9,Month-to-month,Debit,DSL,No,No,0,0
15,83.78,1256.7,Two year,Cash,DSL,Yes,No,1,0
1,98.7,98.7,One year,Debit,DSL,Yes,Yes,3,1
7,95.32,667.24,Month-to-month,Cash,DSL,No,No,4,1
1,91.87,91.87,Month-to-month,Cash,Fiber,Yes,Yes,4,1
49,25.05,1227.45,One year,UPI,Fiber,No,No,1,0
29,98.22,2848.38,Month-to-month,Cash,DSL,No,No,1,1
26,70.19,1824.94,Two year,Credit,,Yes,No,1,0
45,84.91,3820.95,Month-to-month,Cash,,No,Yes,2,1
71,115.64,8210.44,Month-to-month,Cash,Fiber,No,Yes,3,1
12,101.07,1212.84,Month-to-month,Credit,Fiber,No,No,3,1
32,102.54,3281.28,Month-to-month,Cash,Fiber,No,No,1,1
20,38.15,763.0,Month-to-month,Debit,DSL,Yes,Yes,3,0
51,67.64,3449.64,One year,UPI,DSL,No,No,1,0
36,114.93,4137.48,One year,Credit,,No,No,2,0
67,78.27,5244.09,One year,Credit,DSL,Yes,Yes,1,0
1,30.26,30.26,Month-to-month,Debit,Fiber,No,No,0,1
27,93.18,2515.86,One year,Credit,DSL,Yes,No,0,0
40,24.29,971.6,Month-to-month,Debit,DSL,No,No,0,1
14,94.23,1319.22,Month-to-month,Credit,Fiber,No,No,0,0
69,107.98,7450.62,Month-to-month,Cash,DSL,No,No,0,0
6,62.53,375.18,Two year,Credit,DSL,Yes,No,0,0
33,61.36,2024.88,One year,UPI,Fiber,No,No,3,1
55,50.42,2773.1,Month-to-month,Credit,DSL,No,Yes,2,0
19,107.69,2046.11,Month-to-month,Credit,Fiber,Yes,No,1,0
29,74.78,2168.62,Month-to-month,UPI,Fiber,No,Yes,0,0
61,77.93,4753.73,Month-to-month,Credit,Fiber,Yes,Yes,1,0
70,86.17,6031.9,Month-to-month,Debit,DSL,No,No,1,1
24,50.02,1200.48,Month-to-month,Debit,Fiber,Yes,No,0,0
23,63.28,1455.44,Month-to-month,UPI,Fiber,Yes,Yes,2,0
10,94.16,941.6,One year,Cash,DSL,No,No,2,0
54,118.55,6401.7,Month-to-month,Credit,Fiber,No,Yes,0,1
41,23.43,960.63,Month-to-month,UPI,DSL,No,Yes,1,0
49,24.26,1188.74,Month-to-month,UPI,DSL,No,No,1,0
17,62.81,1067.77,Month-to-month,Credit,DSL,No,Yes,1,0
56,85.96,4813.76,One year,Cash,DSL,No,No,0,0
45,58.64,2638.8,One year,Credit,DSL,Yes,Yes,1,0
30,119.96,3598.8,Month-to-month,Credit,DSL,No,Yes,1,1
44,39.54,1739.76,Month-to-month,UPI,Fiber,No,No,2,1
55,20.79,1143.45,One year,Cash,Fiber,No,No,1,0
19,39.01,741.19,One year,UPI,DSL,No,No,2,0
29,108.68,3151.72,Month-to-month,Cash,DSL,No,No,0,1
2,34.51,69.02,One year,Cash,Fiber,No,No,1,0
36,67.9,2444.4,Two year,UPI,DSL,No,No,1,0
19,61.93,1176.67,Month-to-month,Cash,Fiber,No,No,1,0
7,86.57,605.99,Two year,Credit,DSL,No,No,3,1
26,25.46,661.96,Month-to-month,UPI,Fiber,No,No,3,1
38,85.88,3263.44,Month-to-month,UPI,Fiber,Yes,Yes,1,0
3,55.48,166.44,Month-to-month,Credit,,No,No,5,1
66,112.6,7431.6,Month-to-month,Cash,DSL,No,Yes,1,1
71,104.89,7447.19,Two year,Cash,DSL,Yes,No,0,0
43,59.95,2577.85,Month-to-month,Cash,Fiber,Yes,No,1,0
62,119.29,7395.98,Month-to-month,Credit,,Yes,No,1,0
71,25.19,1788.49,Month-to-month,UPI,DSL,No,No,2,0
24,98.86,2372.64,Two year,Debit,DSL,Yes,No,1,0
39,63.38,2471.82,Month-to-month,UPI,Fiber,Yes,No,3,0
68,63.33,4306.44,Month-to-month,Debit,Fiber,Yes,Yes,0,0
44,37.01,1628.44,Month-to-month,UPI,DSL,No,No,0,0
5,71.49,357.45,One year,Debit,DSL,No,No,1,0
55,28.47,1565.85,Month-to-month,Credit,Fiber,No,No,0,0
30,81.66,2449.8,Month-to-month,Cash,Fiber,No,Yes,0,0
29,44.16,1280.64,Month-to-month,Credit,DSL,No,Yes,3,1
26,92.49,2404.74,Month-to-month,Cash,Fiber,No,No,1,1
26,80.74,2099.24,Month-to-month,UPI,DSL,Yes,No,0,0
37,94.64,3501.68,Two year,Credit,Fiber,No,Yes,0,0
53,94.97,5033.41,One year,UPI,Fiber,No,No,0,1
30,39.67,1190.1,Two year,Cash,Fiber,No,No,1,0
3,20.07,60.21,Month-to-month,UPI,Fiber,Yes,No,5,1
43,56.58,2432.94,Month-to-month,Credit,DSL,Yes,No,2,0
7,111.91,783.37,Month-to-month,Debit,Fiber,No,No,1,0
49,77.79,3811.71,Month-to-month,Cash,Fiber,Yes,No,3,0
41,92.75,3802.75,Two year,UPI,DSL,No,Yes,2,0
54,107.96,5829.84,Two year,Debit,DSL,No,No,3,1
69,110.61,7632.09,One year,Debit,Fiber,Yes,No,1,0
27,72.9,1968.3,Month-to-month,Credit,DSL,No,No,2,0
8,74.09,592.72,One year,UPI,Fiber,No,No,0,1
32,105.09,3362.88,Month-to-month,Credit,Fiber,No,Yes,1,0
64,100.75,6448.0,One year,UPI,Fiber,Yes,No,1,0
10,89.89,898.9,Month-to-month,Debit,Fiber,Yes,Yes,1,0
13,80.45,1045.85,Month-to-month,UPI,Fiber,No,No,1,1
63,81.72,5148.36,Month-to-month,Cash,,Yes,Yes,1,0
35,56.29,1970.15,One year,Debit,Fiber,No,No,1,0
61,104.09,6349.49,Month-to-month,Cash,DSL,Yes,No,3,1
54,81.78,4416.12,Month-to-month,Credit,Fiber,No,Yes,4,1
8,42.35,338.8,Two year,Cash,DSL,No,No,4,0
29,43.98,1275.42,Month-to-month,Credit,DSL,No,No,1,0
41,106.16,4352.56,Month-to-month,Credit,DSL,No,No,1,1
30,82.57,2477.1,Month-to-month,Cash,Fiber,No,No,4,1
21,59.87,1257.27,Month-to-month,UPI,DSL,No,No,2,1
11,38.71,425.81,Month-to-month,Cash,Fiber,No,No,3,1
2,81.02,162.04,Month-to-month,UPI,DSL,No,Yes,3,1
50,38.43,1921.5,Month-to-month,Credit,Fiber,No,Yes,3,0
41,67.02,2747.82,Month-to-month,Cash,DSL,No,Yes,4,0
66,87.75,5791.5,Month-to-month,Cash,Fiber,No,Yes,2,1
3,76.54,229.62,Month-to-month,UPI,Fiber,Yes,No,1,0
51,112.21,5722.71,Two year,Cash,DSL,No,Yes,1,0
68,23.97,1629.96,Two year,Cash,Fiber,No,No,1,0
25,47.98,1199.5,One year,UPI,Fiber,No,No,1,0
30,25.71,771.3,One year,UPI,Fiber,No,No,2,0
11,39.46,434.06,One year,Debit,Fiber,Yes,No,1,0
17,32.4,550.8,One year,UPI,DSL,No,No,3,0
26,93.27,2425.02,One year,Credit,Fiber,No,No,2,0
23,56.94,1309.62,Month-to-month,Credit,DSL,No,Yes,0,0
56,112.5,6300.0,Two year,UPI,,No,No,5,0
52,22.34,1161.68,Month-to-month,Debit,Fiber,No,Yes,2,0
48,85.29,4093.92,Month-to-month,Debit,Fiber,No,Yes,1,1
20,117.05,2341.0,One year,Cash,,No,Yes,3,1
2,37.58,75.16,Two year,Debit,Fiber,No,No,2,1
31,64.24,1991.44,Month-to-month,Credit,Fiber,No,No,2,0
27,90.19,2435.13,Month-to-month,Credit,DSL,No,No,0,1
2,83.31,166.62,Month-to-month,UPI,DSL,Yes,No,1,1
4,76.6,306.4,Two year,UPI,DSL,Yes,No,3,1
13,52.68,684.84,One year,Cash,Fiber,Yes,Yes,2,0
35,92.82,3248.7,Month-to-month,UPI,Fiber,No,Yes,2,1
72,85.33,6143.76,One year,Debit,Fiber,Yes,No,2,1
66,36.28,2394.48,Month-to-month,Cash,Fiber,Yes,Yes,1,0
6,116.41,698.46,Month-to-month,UPI,Fiber,No,No,4,1
31,75.57,2342.67,One year,UPI,DSL,Yes,No,1,0
10,72.55,725.5,Month-to-month,UPI,Fiber,Yes,No,0,0
21,104.82,2201.22,Month-to-month,UPI,Fiber,Yes,No,3,0
23,84.04,1932.92,Month-to-month,UPI,Fiber,No,No,0,1
3,27.45,82.35,One year,Credit,,Yes,No,2,0
32,70.66,2261.12,Month-to-month,Cash,DSL,No,No,0,0
20,98.06,1961.2,Month-to-month,Credit,DSL,Yes,No,1,0
29,90.0,2610.0,Month-to-month,Cash,DSL,No,No,1,0
52,117.08,6088.16,Month-to-month,Debit,Fiber,Yes,No,5,1
46,22.49,1034.54,One year,Debit,,Yes,No,2,0
34,46.12,1568.08,Two year,Debit,Fiber,Yes,No,1,0
61,74.92,4570.12,Month-to-month,Cash,Fiber,No,No,2,0
72,81.95,5900.4,One year,Credit,,No,Yes,1,1
71,47.44,3368.24,One year,Credit,Fiber,No,No,0,0
70,102.68,7187.6,Month-to-month,UPI,DSL,No,Yes,0,1
11,36.43,400.73,Two year,Cash,Fiber,No,Yes,1,0
63,20.08,1265.04,Month-to-month,Debit,Fiber,No,Yes,0,0
21,115.24,2420.04,Month-to-month,Cash,,Yes,No,1,0
3,59.16,177.48,Two year,UPI,,Yes,Yes,3,1
10,115.75,1157.5,Month-to-month,Credit,,No,No,1,1
27,47.79,1290.33,One year,UPI,Fiber,No,No,1,1
12,26.34,316.08,Month-to-month,UPI,DSL,Yes,No,2,0
7,97.25,680.75,Month-to-month,UPI,Fiber,No,Yes,0,1
17,103.58,1760.86,Month-to-month,UPI,DSL,Yes,No,2,0
65,69.21,4498.65,Month-to-month,Credit,DSL,Yes,No,3,0
64,27.39,1752.96,One year,Credit,,No,Yes,2,0
26,85.41,2220.66,Month-to-month,Credit,DSL,No,No,2,0
15,38.21,573.15,One year,Credit,Fiber,No,No,2,0
33,104.94,3463.02,Month-to-month,Debit,Fiber,Yes,No,3,1
62,47.4,2938.8,One year,Cash,Fiber,Yes,Yes,0,0
47,104.77,4924.19,Two year,Debit,Fiber,No,Yes,1,0
35,62.69,2194.15,Month-to-month,UPI,Fiber,No,No,0,0
65,79.65,5177.25,Two year,UPI,Fiber,No,No,2,0
72,98.96,7125.12,Month-to-month,UPI,DSL,Yes,Yes,2,0
25,24.04,601.0,Month-to-month,UPI,Fiber,No,No,1,1
57,102.12,5820.84,Month-to-month,Debit,Fiber,No,No,2,1
32,33.86,1083.52,Month-to-month,Credit,Fiber,No,Yes,0,1
63,55.84,3517.92,Month-to-month,UPI,Fiber,No,No,2,0
12,67.28,807.36,Two year,Debit,Fiber,No,Yes,3,0
63,109.54,6901.02,One year,Debit,DSL,No,No,2,0
1,22.24,22.24,Month-to-month,UPI,DSL,No,Yes,3,1
51,75.92,3871.92,One year,UPI,,Yes,Yes,1,0
70,84.25,5897.5,Month-to-month,Debit,DSL,No,Yes,1,1
8,51.66,413.28,Month-to-month,Cash,Fiber,No,No,2,0
68,49.05,3335.4,One year,Debit,Fiber,No,Yes,0,0
5,69.05,345.25,Month-to-month,Cash,DSL,Yes,No,0,0
39,38.71,1509.69,One year,UPI,Fiber,No,Yes,3,0
23,66.81,1536.63,Month-to-month,Credit,Fiber,No,Yes,0,0
68,96.5,6562.0,One year,Credit,Fiber,No,No,3,0
52,104.54,5436.08,One year,Cash,Fiber,No,No,2,0
4,58.52,234.08,Month-to-month,UPI,Fiber,No,Yes,2,1
47,81.73,3841.31,Month-to-month,UPI,DSL,Yes,No,0,1
21,20.0,420.0,Month-to-month,Cash,Fiber,No,Yes,1,0
56,75.04,4202.24,Month-to-month,Credit,DSL,No,No,3,0
66,117.52,7756.32,Month-to-month,Debit,DSL,Yes,No,1,0
59,51.23,3022.57,Month-to-month,Cash,Fiber,No,No,1,0
7,79.48,556.36,One year,UPI,DSL,No,No,2,0
49,96.23,4715.27,Month-to-month,UPI,DSL,Yes,Yes,5,0
16,80.89,1294.24,Month-to-month,Credit,Fiber,No,No,1,1
17,61.85,1051.45,Month-to-month,Cash,Fiber,Yes,No,1,0
34,35.26,1198.84,Month-to-month,Cash,DSL,Yes,No,4,0
33,66.37,2190.21,Two year,Cash,Fiber,No,No,0,0
26,49.48,1286.48,One year,UPI,Fiber,Yes,Yes,1,0
66,89.59,5912.94,Month-to-month,Debit,DSL,No,No,3,1
63,64.19,4043.97,One year,Cash,DSL,No,Yes,1,0
41,104.99,4304.59,One year,Debit,Fiber,No,Yes,0,0
58,39.33,2281.14,One year,UPI,Fiber,No,Yes,0,0
10,61.77,617.7,Month-to-month,Debit,Fiber,No,No,2,0
15,75.75,1136.25,Two year,Debit,Fiber,Yes,No,0,0
42,32.6,1369.2,One year,Debit,DSL,No,Yes,4,1
57,78.79,4491.03,Month-to-month,UPI,Fiber,Yes,No,2,0
17,49.09,834.53,Month-to-month,UPI,DSL,Yes,Yes,0,1
60,42.95,2577.0,Month-to-month,UPI,DSL,No,No,2,0
9,34.19,307.71,Month-to-month,Debit,DSL,Yes,No,5,0
36,54.99,1979.64,Two year,Credit,Fiber,Yes,Yes,2,0
36,112.9,4064.4,One year,Credit,DSL,No,No,2,0
48,23.1,1108.8,Month-to-month,Credit,DSL,Yes,No,1,0
51,105.22,5366.22,Month-to-month,Debit,Fiber,Yes,Yes,2,0
70,59.74,4181.8,Month-to-month,Credit,DSL,No,No,1,0
68,76.16,5178.88,Month-to-month,UPI,Fiber,No,No,1,0
22,71.28,1568.16,Month-to-month,Debit,DSL,No,No,2,0
6,112.57,675.42,One year,Cash,DSL,No,Yes,2,0
26,97.01,2522.26,One year,Credit,DSL,No,No,0,0
3,118.48,355.44,Two year,Debit,Fiber,No,No,5,1
52,99.44,5170.88,One year,Cash,DSL,Yes,No,1,0
60,49.59,2975.4,Two year,Debit,DSL,Yes,Yes,0,0
63,116.29,7326.27,One year,Cash,Fiber,No,No,2,1
65,118.36,7693.4,One year,UPI,DSL,Yes,No,1,0
52,32.31,1680.12,One year,Debit,DSL,Yes,No,2,0
14,110.1,1541.4,Two year,UPI,DSL,No,No,0,0
72,86.42,6222.24,Month-to-month,UPI,Fiber,No,No,5,0
68,112.2,7629.6,One year,Cash,DSL,No,No,2,0
28,111.57,3123.96,Month-to-month,Credit,Fiber,No,Yes,2,1
71,109.14,7748.94,Month-to-month,Cash,Fiber,No,No,4,1
10,108.53,1085.3,Month-to-month,Credit,DSL,No,No,5,1
57,31.76,1810.32,Month-to-month,Cash,Fiber,Yes,No,1,0
66,34.35,2267.1,Month-to-month,Debit,DSL,Yes,Yes,3,0
50,31.78,1589.0,One year,Credit,Fiber,No,No,1,0
14,29.1,407.4,Month-to-month,Debit,DSL,Yes,Yes,0,0
16,55.33,885.28,One year,Cash,DSL,No,No,0,0
54,88.4,4773.6,Two year,UPI,Fiber,No,No,3,0
43,55.47,2385.21,One year,Cash,DSL,No,Yes,1,0
42,92.03,3865.26,Month-to-month,Debit,DSL,No,No,1,1
22,102.03,2244.66,One year,Cash,,No,No,1,0
68,86.62,5890.16,Month-to-month,UPI,DSL,Yes,No,2,0
19,66.51,1263.69,Month-to-month,UPI,Fiber,Yes,No,3,0
66,49.55,3270.3,Month-to-month,Cash,DSL,No,Yes,1,1
39,32.44,1265.16,Two year,Cash,Fiber,Yes,No,5,0
19,69.37,1318.03,One year,Debit,Fiber,No,Yes,0,0
16,91.96,1471.36,One year,UPI,,No,Yes,3,1
54,74.82,4040.28,Month-to-month,Credit,DSL,No,No,0,0
25,92.15,2303.75,Month-to-month,Debit,DSL,No,Yes,3,0
18,53.52,963.36,Two year,Credit,Fiber,No,No,2,0
23,26.68,613.64,Month-to-month,UPI,DSL,Yes,Yes,2,0
11,97.11,1068.21,Month-to-month,UPI,DSL,Yes,No,2,0
39,41.97,1636.83,Month-to-month,Debit,Fiber,No,No,0,0
68,81.63,5550.84,Month-to-month,UPI,Fiber,No,Yes,1,0
25,100.43,2510.75,Month-to-month,Credit,Fiber,No,Yes,0,1
63,33.91,2136.33,Month-to-month,Cash,DSL,No,No,2,0
30,79.85,2395.5,Two year,Debit,DSL,No,No,1,0
45,88.94,4002.3,One year,Cash,Fiber,No,No,2,1
61,94.65,5773.65,One year,Cash,Fiber,No,No,1,0
51,34.77,1773.27,One year,Debit,Fiber,No,Yes,1,0
9,102.51,922.59,Two year,Credit,,No,No,0,0
2,29.41,58.82,One year,UPI,DSL,No,No,1,0
5,71.96,359.8,Month-to-month,UPI,,No,Yes,2,1
62,64.34,3989.08,Month-to-month,Debit,,No,No,0,0
69,42.18,2910.42,Two year,Credit,DSL,No,No,2,0
52,50.19,2609.88,One year,Debit,Fiber,No,No,2,0
5,36.44,182.2,Month-to-month,Debit,DSL,Yes,No,1,0
59,62.57,3691.63,Month-to-month,UPI,Fiber,Yes,No,0,0
68,23.55,1601.4,Two year,Debit,DSL,No,Yes,3,0
9,108.89,980.01,Two year,Credit,DSL,No,No,1,0
22,36.35,799.7,Month-to-month,Credit,Fiber,Yes,No,0,1
27,108.6,2932.2,Two year,Credit,DSL,No,No,3,1
10,106.36,1063.6,Month-to-month,Credit,,No,Yes,2,1
61,65.17,3975.37,Month-to-month,UPI,Fiber,No,No,0,0
51,69.77,3558.27,Month-to-month,UPI,Fiber,No,Yes,3,1
10,50.19,501.9,Two year,UPI,Fiber,Yes,No,1,1
6,119.69,718.14,One year,UPI,DSL,Yes,No,2,1
62,87.08,5398.96,Month-to-month,Credit,DSL,No,No,1,1
5,115.18,575.9,Month-to-month,Credit,Fiber,No,Yes,1,0
70,61.48,4303.6,Month-to-month,Debit,,Yes,No,2,0
63,108.3,6822.9,Month-to-month,Debit,Fiber,No,No,0,1
56,64.82,3629.92,Month-to-month,UPI,DSL,No,Yes,1,0
59,106.68,6294.12,One year,Debit,,Yes,No,2,0
63,33.09,2084.67,Month-to-month,UPI,,Yes,No,1,0
59,83.69,4937.71,Two year,UPI,Fiber,No,No,0,1
51,87.87,4481.37,Month-to-month,UPI,,No,No,3,1
50,85.62,4281.0,One year,Cash,Fiber,No,Yes,1,0
4,64.7,258.8,One year,Debit,Fiber,No,No,1,0
48,88.39,4242.72,Month-to-month,Debit,DSL,No,No,1,1
32,43.95,1406.4,Month-to-month,UPI,Fiber,Yes,No,1,0
51,79.58,4058.58,Month-to-month,Credit,DSL,No,Yes,0,0
52,75.42,3921.84,Two year,Cash,DSL,Yes,Yes,2,0
34,51.83,1762.22,Month-to-month,Debit,Fiber,No,No,1,0
36,97.89,3524.04,Month-to-month,Credit,Fiber,Yes,No,2,1
